RuleType,Value,N,Mean_Judge_Norm,Mean_Audience_Norm,Judge_Lift,Audience_Lift,Judge_Std,Audience_Std
Percent,Actor/Actress,93,0.5067350788701559,0.46673716984434044,0.05175730137204121,0.048068637708917505,0.2416895099263085,0.24225713194475718
Percent,Astronaut,1,0.0,0.0,-0.4549777774981147,-0.41866853213542293,0.0,0.0
Percent,Athlete,76,0.48094138110313694,0.44713497776433647,0.025963603605022256,0.02846644562891354,0.25669907219580596,0.25541033019485737
Percent,Beauty Pagent,1,0.46730063396730054,0.33602611309001434,0.01232285646918585,-0.08264241904540859,0.0,0.0
Percent,Comedian,9,0.1770324098632222,0.13939075772110554,-0.2779453676348925,-0.2792777744143174,0.12089756573008607,0.08617845378804025
Percent,Entrepreneur,3,0.1153170131964775,0.10619653631003878,-0.33966076430163716,-0.31247199582538415,0.12550737112042967,0.12718694961058022
Percent,Fashion Designer,1,0.2199917287014061,0.16537557910489328,-0.2349860487967086,-0.2532929530305297,0.0,0.0
Percent,Journalist,1,0.0,0.0,-0.4549777774981147,-0.41866853213542293,0.0,0.0
Percent,Magician,1,0.1259227095093356,0.13009516256938938,-0.3290550679887791,-0.2885733695660335,0.0,0.0
Percent,Military,1,0.3912185599704297,0.360668453474022,-0.06375921752768499,-0.058000078661400944,0.0,0.0
Percent,Model,13,0.3618472441878831,0.33068460452609955,-0.09313053331023158,-0.08798392760932339,0.25223755576294404,0.24159069419656234
Percent,Motivational Speaker,1,0.30925002404955226,0.31870072193297905,-0.14572775344856242,-0.09996781020244389,0.0,0.0
Percent,Musician,1,0.7777600269535754,0.7702429346089021,0.3227822494554607,0.3515744024734792,0.0,0.0
Percent,News Anchor,1,0.6102912610385314,0.6104888973965886,0.15531348354041669,0.1918203652611657,0.0,0.0
Percent,Politician,2,0.0220809044338456,0.026097669514283023,-0.4328968730642691,-0.39257086262113994,0.0220809044338456,0.026097669514283023
Percent,Racing Driver,4,0.5683229444828217,0.5261243587722455,0.11334516698470704,0.10745582663682257,0.2867276548834962,0.2780337008202685
Percent,Radio Personality,4,0.2281185881541589,0.18078995680088242,-0.2268591893439558,-0.23787857533454052,0.1706951271173568,0.12434334723071595
Percent,Singer/Rapper,46,0.5207573478107057,0.47729396254866874,0.06577957031259102,0.058625430413245805,0.26505945156939376,0.26115194471973635
Percent,Social Media Personality,3,0.7131336664931147,0.6468068173702374,0.258155888995,0.22813828523481444,0.05347238376045911,0.07466668544708462
Percent,Sports Broadcaster,1,0.5416962345224235,0.5473381665101579,0.08671845702430886,0.12866963437473494,0.0,0.0
Percent,TV Personality,43,0.3752194789757976,0.34504693212114723,-0.07975829852231708,-0.0736216000142757,0.25477287082126227,0.24566248216196693
Rank,Actor/Actress,35,0.4116560310752488,0.5642615502980887,-0.047126703098789746,-0.013073610401875824,0.2401413487883628,0.1599469308096336
Rank,Athlete,19,0.38111006155962296,0.590970519493091,-0.07767267261441557,0.013635358793126495,0.21797811606663683,0.1447421904355386
Rank,Comedian,3,0.26246913580246917,0.5340404040404041,-0.19631359837156936,-0.043294756659560396,0.3581726386526596,0.37854184602352603
Rank,Con artist,1,0.2708333333333333,0.34266802443991873,-0.18794940084070522,-0.23466713626004576,0.0,0.0
Rank,Conservationist,1,0.7740259740259741,0.5322560015741834,0.31524323985193553,-0.04507915912578109,0.0,0.0
Rank,Entrepreneur,1,0.7083333333333334,0.46266233766233766,0.24955059915929484,-0.11467282303762683,0.0,0.0
Rank,Fitness Instructor,1,0.25972222222222224,0.8230555555555555,-0.1990605119518163,0.24572039485559105,0.0,0.0
Rank,Model,4,0.5414186507936508,0.5269548297934245,0.08263591661961228,-0.05038033090654004,0.2720300098499719,0.05230999111952406
Rank,News Anchor,2,0.4371031746031746,0.511976911976912,-0.021679559570863927,-0.06535824872305251,0.2259920634920635,0.05165945165945168
Rank,Politician,1,0.08637566137566137,0.64,-0.37240707279837715,0.06266483930003552,0.0,0.0
Rank,Producer,1,0.8537878787878788,0.6586219336219337,0.39500514461384023,0.08128677292196917,0.0,0.0
Rank,Singer/Rapper,15,0.4881657848324515,0.6113272621222182,0.029383050658412957,0.03399210142225373,0.23731054892915265,0.14606842746234483
Rank,Social Media Personality,5,0.7784183673469388,0.6368666637769081,0.3196356331729003,0.05953150307694366,0.1609884119495574,0.07214029273372559
Rank,Social media personality,1,0.7772727272727273,0.5095287288469107,0.3184899930986888,-0.0678064318530538,0.0,0.0
Rank,Sports Broadcaster,1,0.125,0.0,-0.33378273417403853,-0.5773351606999645,0.0,0.0
Rank,TV Personality,24,0.5089060030577888,0.598292506751112,0.05012326888375024,0.02095734605114752,0.24963908334652704,0.14938682273271212
